Batch	Source Language	ID	Type	Text	English MT	Arabic MT	Annotator ID	Bias	Propaganda	Comments
B12	English	3167	IAA	The Israel Defense Forces said Wednesday morning that its ground troops are continuing to carry out "a precise and targeted operation against Hamas in a specified area" of the largest hospital in the Gaza Strip. Read more about the Israel-Hamas conflict at: https://abcnews.visitlink.me/VqKalK:=:https://abcnews.go.com/International/live-updates/israel-gaza-hamas-war/idf-continues-hourslong-raid-on-gazas-alshifa-hospital-104902958?id=104837945	The Israel Defense Forces said Wednesday morning that its ground troops are continuing to carry out "a precise and targeted operation against Hamas in a specified area" of the largest hospital in the Gaza Strip. Read more about the Israel-Hamas conflict at: https://abcnews.visitlink.me/VqKalK:=:https://abcnews.go.com/International/live-updates/israel-gaza-hamas-war/idf-continues-hourslong-raid-on-gazas-alshifa-hospital-104902958?id=104837945	قال الجيش الإسرائيلي صباح الأربعاء إن قواته البرية تواصل تنفيذ "عملية دقيقة وموجهة ضد حماس في منطقة محددة" في أكبر مستشفى في قطاع غزة. اقرأ المزيد عن الصراع بين إسرائيل وحماس على: https://abcnews.visitlink.me/VqKalK:=:https://abcnews.go.com/International/live-updates/israel-gaza-hamas-war/idf- مستمرة-ساعات-طويلة-غارة-على-غزة-مستشفى-الشفاء-104902958?id=104837945				
B12	English	3168	IAA	GRAPHIC WARNING: LIVE: UN event on sexual, gender-based violence in Israel attack A special session at the United Nations organized by the Permanent Mission of Israel dedicated to addressing violence against Israeli women during the October 7 attack. Permanent Representative of Israel to the United Nations Gilad Erdan and Sheryl Sandberg, the Founder of Lean In, will speak at the event. A recorded speech by the former United States Secretary of State Hillary Clinton will also be shown. #Israel #Hamas #Gaza #Palestinian #IsraelHamasWar #Women #UN #live #Reuters #news Keep up with the latest news from around the world: https://www.reuters.com/	GRAPHIC WARNING: LIVE: UN event on sexual, gender-based violence in Israel attack A special session at the United Nations organized by the Permanent Mission of Israel dedicated to addressing violence against Israeli women during the October 7 attack. Permanent Representative of Israel to the United Nations Gilad Erdan and Sheryl Sandberg, the Founder of Lean In, will speak at the event. A recorded speech by the former United States Secretary of State Hillary Clinton will also be shown. #Israel #Hamas #Gaza #Palestinian #IsraelHamasWar #Women #UN #live #Reuters #news Keep up with the latest news from around the world: https://www.reuters.com/	تحذير بياني: مباشر: حدث للأمم المتحدة حول العنف الجنسي والعنف القائم على النوع الاجتماعي في هجوم إسرائيل جلسة خاصة في الأمم المتحدة نظمتها البعثة الدائمة لإسرائيل مخصصة لمعالجة العنف ضد المرأة الإسرائيلية خلال هجوم 7 أكتوبر. وسيتحدث في هذا الحدث الممثل الدائم لإسرائيل لدى الأمم المتحدة جلعاد إردان وشيريل ساندبرج، مؤسسة Lean In. كما سيتم عرض خطاب مسجل لوزيرة الخارجية الأمريكية السابقة هيلاري كلينتون. # Israel #Hamas #Gaza #Palestinian # IsraelHamasWar #Women #UN #live # Reuters #news تابع آخر الأخبار من جميع أنحاء العالم: https://www.reuters.com/				
B12	English	3213	IAA	Hamas deputy leader among four members killed	Hamas deputy leader among four members killed	مقتل نائب زعيم حماس من بين أربعة أعضاء				
B12	English	3217	IAA	Secretary of State Antony Blinken: "Everyone around the world who cares about protecting innocent civilians, innocent lives, should be calling on Hamas, indeed demanding Hamas, that it immediately stops its murderous acts of terror."	Secretary of State Antony Blinken: "Everyone around the world who cares about protecting innocent civilians, innocent lives, should be calling on Hamas, indeed demanding Hamas, that it immediately stops its murderous acts of terror."	وزير الخارجية أنتوني بلينكن: "يجب على كل شخص في جميع أنحاء العالم يهتم بحماية المدنيين الأبرياء، والأرواح البريئة، أن يدعو حماس، بل ويطالب حماس، بأن توقف على الفور أعمالها الإرهابية القاتلة".				
B12	English	3231	IAA	The U.S. intelligence community had no advance knowledge of Hamas’ plan to attack Israel on Oct. 7, National Security Council spokesperson John Kirby said on Sunday.	The U.S. intelligence community had no advance knowledge of Hamas’ plan to attack Israel on Oct. 7, National Security Council spokesperson John Kirby said on Sunday.	وقال جون كيربي المتحدث باسم مجلس الأمن القومي يوم الأحد إن أجهزة المخابرات الأمريكية ليس لديها علم مسبق بخطة حماس لمهاجمة إسرائيل في السابع من أكتوبر تشرين الأول.				
B12	English	3250	IAA	Listen to “The Headlines,” which brings you the biggest stories of the day from the New York Times reporters who are covering them, all in about 10 minutes.	Listen to “The Headlines,” which brings you the biggest stories of the day from the New York Times reporters who are covering them, all in about 10 minutes.	استمع إلى "العناوين الرئيسية" التي تقدم لك أكبر القصص اليومية من مراسلي نيويورك تايمز الذين يقومون بتغطيتها، كل ذلك في حوالي 10 دقائق.				
B12	English	3283	IAA	A high-ranking CIA official posted a pro-Palestinian image to Facebook two weeks after the attack on Israel by Hamas, a move that some former intelligence officials said showed "poor judgment," according to a report.	A high-ranking CIA official posted a pro-Palestinian image to Facebook two weeks after the attack on Israel by Hamas, a move that some former intelligence officials said showed "poor judgment," according to a report.	نشر مسؤول رفيع المستوى في وكالة المخابرات المركزية صورة مؤيدة للفلسطينيين على فيسبوك بعد أسبوعين من الهجوم الذي شنته حماس على إسرائيل، وهي خطوة قال بعض مسؤولي المخابرات السابقين إنها تظهر "سوء التقدير"، وفقًا لتقرير.				
B12	English	3305	IAA	Watch as Yocheved Lifshitz, an 85-year-old who was released by Hamas on Monday, offers the first public account to emerge from the more than 200 hostages estimated to be held in Gaza. https://nyti.ms/3QECXLX:=:https://www.nytimes.com/2023/10/24/world/middleeast/israeli-hostage-gaza-yocheved-lifshitz.html	Watch as Yocheved Lifshitz, an 85-year-old who was released by Hamas on Monday, offers the first public account to emerge from the more than 200 hostages estimated to be held in Gaza. https://nyti.ms/3QECXLX:=:https://www.nytimes.com/2023/10/24/world/middleeast/israeli-hostage-gaza-yocheved-lifshitz.html	شاهد يوتشيفيد ليفشيتز، البالغ من العمر 85 عامًا والذي أفرجت عنه حماس يوم الاثنين، وهو يقدم أول رواية عامة تخرج من بين أكثر من 200 رهينة يُقدر أنهم محتجزون في غزة. https://nyti.ms/3QECXLX:=:https://www.nytimes.com/2023/10/24/world/middleeast/israeli-hostage-gaza-yocheved-lifshitz.html				
B12	English	3779	IAA	"I am happy that I received my family back, we're allowed to feel joy and to shed a tear ... I will not celebrate until the last of the hostages returns home," says a father whose daughters were among those released by Hamas.	"I am happy that I received my family back, we're allowed to feel joy and to shed a tear ... I will not celebrate until the last of the hostages returns home," says a father whose daughters were among those released by Hamas.	يقول أب كانت بناته من بين المفرج عنهم: "أنا سعيد بعودة عائلتي، لقد سمح لنا أن نشعر بالفرح ونذرف الدموع... لن أحتفل حتى يعود آخر الرهائن إلى الوطن". حماس.				
B12	English	6498	IAA	Christmas celebrations were canceled at a church in Bethlehem, as the fighting between Israel’s Military and Hamas rages on. #CGTNAmerica	Christmas celebrations were canceled at a church in Bethlehem, as the fighting between Israel’s Military and Hamas rages on. #CGTNAmerica	ألغيت احتفالات عيد الميلاد في كنيسة في بيت لحم، مع احتدام القتال بين الجيش الإسرائيلي وحركة حماس. #CGTNAmerica				
B12	English	9873	IAA	At 6:29 A.M. a DJ played the track he had played at the Tribe of Nova rave on October 7, when the Hamas onslaught began	At 6:29 A.M. a DJ played the track he had played at the Tribe of Nova rave on October 7, when the Hamas onslaught began	الساعة 6:29 صباحًا قام أحد منسقي الموسيقى بتشغيل المقطوعة التي قام بتشغيلها في Tribe of Nova Rave في 7 أكتوبر، عندما بدأ هجوم حماس.				
B12	Arabic	428	IAA	عاجل | هنية: - "أي ترتيبات بشأن حل القضية الفلسطينية دون حـ.ـركة حمـ.ـاس وفصائل المـ.ـقـ.ـاومـ.ـة وهم وسراب" - "لا أمن ولا استقرار ولا مستقبل في المنطقة إلا بحصول شعبنا على حقوقه المشروعة في دولته وعاصمتها القدس"	Urgent | Haniyeh: - “Any arrangements regarding resolving the Palestinian issue without the Hamas movement and the resistance factions are an illusion and a mirage” - “There is no security, stability, or future in the region unless our people obtain their legitimate rights in their state with Jerusalem as its capital.”	عاجل | هنية: - "أي ترتيبات بشأن حل القضية الفلسطينية دون حـ.ـركة حمـ.ـاس وفصائل المـ.ـقـ.ـاومـ.ـة وهم وسراب" - "لا أمن ولا استقرار ولا مستقبل في المنطقة إلا بحصول شعبنا على حقوقه المشروعة في دولته وعاصمتها القدس"				
B12	Arabic	536	IAA	🔴 الرئيس الأميركي #جو_بايدن يعتبر أن استمرار المعارك في #غزة قد يؤدي إلى تنفيذ أهداف حركة حماس 🔴 بايدن: "حماس شنت هجوماً إرهابياً لأنها لا تخشى شيئاً أكثر من أن يعيش الإسرائيليون والفلسطينيون جنباً إلى جنب في سلام" لتفاصيل أكثر | https://ara.tv/rrnp7:=:https://www.alarabiya.net/arab-and-world/2023/11/29/%D8%A8%D8%A7%D9%8A%D8%AF%D9%86-%D8%A7%D8%B3%D8%AA%D9%85%D8%B1%D8%A7%D8%B1-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8-%D8%B3%D9%8A%D8%B9%D8%B7%D9%8A-%D8%AD%D9%85%D8%A7%D8%B3-%D9%85%D8%A7-%D8%AA%D8%B3%D8%B9%D9%89-%D8%A7%D9%84%D9%8A%D9%87 📺 لآخر التطورات تابعونا على رابط البث المباشر 👇 https://bit.ly/40wcZxq:=:https://www.youtube.com/watch?v=HcC2lbmKH-Q #العربية	🔴 US President #Joe_Biden considers that the continuation of the battles in #Gaza may lead to the implementation of the goals of the Hamas movement 🔴 Biden: “Hamas launched a terrorist attack because it fears nothing more than that Israelis and Palestinians live side by side in peace” For more details | https://ara.tv/rrnp7 :=:https://www.alarabiya.net/arab-and-world/2023/11/29/%D8%A8%D8%A7%D9%8A%D8%AF %D9%86-%D8%A7%D8%B3%D8%AA%D9%85%D8%B1%D8%A7%D8%B1-%D8%A7%D9%84%D8%AD%D8%B1 %D8%A8-%D8%B3%D9%8A%D8%B9%D8%B7%D9%8A-%D8%AD%D9%85%D8%A7%D8%B3-%D9%85%D8% A7-%D8%AA%D8%B3%D8%B9%D9%89-%D8%A7%D9%84%D9%8A%D9%87 📺 For the latest developments, follow us on the live broadcast link 👇 https://bit. ly/40wcZxq :=:https://www.youtube.com/watch?v=HcC2lbmKH-Q #Arabic	🔴 الرئيس الأميركي #جو_بايدن يعتبر أن استمرار المعارك في #غزة قد يؤدي إلى تنفيذ أهداف حركة حماس 🔴 بايدن: "حماس شنت هجوماً إرهابياً لأنها لا تخشى شيئاً أكثر من أن يعيش الإسرائيليون والفلسطينيون جنباً إلى جنب في سلام" لتفاصيل أكثر | https://ara.tv/rrnp7:=:https://www.alarabiya.net/arab-and-world/2023/11/29/%D8%A8%D8%A7%D9%8A%D8%AF%D9%86-%D8%A7%D8%B3%D8%AA%D9%85%D8%B1%D8%A7%D8%B1-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8-%D8%B3%D9%8A%D8%B9%D8%B7%D9%8A-%D8%AD%D9%85%D8%A7%D8%B3-%D9%85%D8%A7-%D8%AA%D8%B3%D8%B9%D9%89-%D8%A7%D9%84%D9%8A%D9%87 📺 لآخر التطورات تابعونا على رابط البث المباشر 👇 https://bit.ly/40wcZxq:=:https://www.youtube.com/watch?v=HcC2lbmKH-Q #العربية				
B12	Arabic	1567	IAA	عاجل | "أكسيوس" عن عائلات الأسرى: لو كان أبناء نتنياهو في الأسر لدى "حمـ.ـاس" لكان هو وزوجته معنا في ساحة الاحتجاج	Urgent | Axios on the families of the prisoners: If Netanyahu’s sons were in captivity with Hamas, he and his wife would be with us in the protest square.	عاجل | "أكسيوس" عن عائلات الأسرى: لو كان أبناء نتنياهو في الأسر لدى "حمـ.ـاس" لكان هو وزوجته معنا في ساحة الاحتجاج				
B12	Arabic	2882	IAA	القيادي في حماس أسامة حمدان: أقدام جيش الاحتلال لم تطأ 80% من أرض #غزة ولن يحدث ذلك، والتهديد الإسرائيلي باستئناف الحرب فارغ وهو للاستهلاك الداخلي #حرب_غزة #الأخبار	Hamas leader Osama Hamdan: The occupation army has not set foot on 80% of the land of #Gaza and that will not happen, and the Israeli threat to resume the war is empty and is for internal consumption #Gaza_War #News	القيادي في حماس أسامة حمدان: أقدام جيش الاحتلال لم تطأ 80% من أرض #غزة ولن يحدث ذلك، والتهديد الإسرائيلي باستئناف الحرب فارغ وهو للاستهلاك الداخلي #حرب_غزة #الأخبار				
B12	Arabic	2904	IAA	أجواء فرحة من نابلس بعد تحرير الأسيرة "فلسطين" ضمن صفقة الأسرى التي جرت بين حماس وإسرائيل #حرب_غزة #الأخبار	A joyful atmosphere from Nablus after the liberation of the prisoner “Palestine” as part of the prisoner deal that took place between Hamas and Israel #Gaza_War #News	أجواء فرحة من نابلس بعد تحرير الأسيرة "فلسطين" ضمن صفقة الأسرى التي جرت بين حماس وإسرائيل #حرب_غزة #الأخبار				
B12	Arabic	2951	IAA	🔴 الأمين العام لجماعة حزب الله اللبنانية حسن نصر الله: #لبنان كله سينكشف إذا لم يرد على اغتيال نائب رئيس المكتب السياسي لحركة #حماس صالح #العاروري 🔴 نصر الله: الرد على استهداف العاروري آت لا محال لتفاصيل أكثر| https://ara.tv/wm3mq:=:https://www.alarabiya.net/arab-and-world/2024/01/05/%D9%86%D8%B5%D8%B1-%D8%A7%D9%84%D9%84%D9%87-%D9%84%D8%A8%D9%86%D8%A7%D9%86-%D8%B3%D9%8A%D9%86%D9%83%D8%B4%D9%81-%D8%A7%D8%B0%D8%A7-%D9%84%D9%85-%D9%86%D8%B1%D8%AF-%D8%B9%D9%84%D9%89-%D8%A7%D8%BA%D8%AA%D9%8A%D8%A7%D9%84-%D8%A7%D9%84%D8%B9%D8%A7%D8%B1%D9%88%D8%B1%D9%8A 📺 لآخر التطورات تابعونا على رابط البث المباشر 👇 https://bit.ly/40wcZxq:=:https://www.youtube.com/watch?v=HcC2lbmKH-Q #العربية	🔴 Secretary General of the Lebanese Hezbollah group, Hassan Nasrallah: #All of Lebanon will be exposed if it does not respond to the assassination of the Deputy Head of the Political Bureau of the #Hamas movement, Saleh #Al-Arouri 🔴 Nasrallah: The response to the targeting of Al-Arouri is inevitably coming. For more details | https://ara.tv/wm3mq :=:https://www.alarabiya.net/arab-and-world/2024/01/05/%D9%86%D8%B5%D8%B1-%D8% A7%D9%84%D9%84%D9%87-%D9%84%D8%A8%D9%86%D8%A7%D9%86-%D8%B3%D9%8A%D9%86%D9% 83%D8%B4%D9%81-%D8%A7%D8%B0%D8%A7-%D9%84%D9%85-%D9%86%D8%B1%D8%AF-%D8%B9% D9%84%D9%89-%D8%A7%D8%BA%D8%AA%D9%8A%D8%A7%D9%84-%D8%A7%D9%84%D8%B9%D8%A7% D8%B1%D9%88%D8%B1%D9%8A 📺 For the latest developments, follow us on the live broadcast link 👇 https://bit.ly/40wcZxq :=: https://www.youtube.com/watch?v= HcC2lbmKH-Q #Arabic	🔴 الأمين العام لجماعة حزب الله اللبنانية حسن نصر الله: #لبنان كله سينكشف إذا لم يرد على اغتيال نائب رئيس المكتب السياسي لحركة #حماس صالح #العاروري 🔴 نصر الله: الرد على استهداف العاروري آت لا محال لتفاصيل أكثر| https://ara.tv/wm3mq:=:https://www.alarabiya.net/arab-and-world/2024/01/05/%D9%86%D8%B5%D8%B1-%D8%A7%D9%84%D9%84%D9%87-%D9%84%D8%A8%D9%86%D8%A7%D9%86-%D8%B3%D9%8A%D9%86%D9%83%D8%B4%D9%81-%D8%A7%D8%B0%D8%A7-%D9%84%D9%85-%D9%86%D8%B1%D8%AF-%D8%B9%D9%84%D9%89-%D8%A7%D8%BA%D8%AA%D9%8A%D8%A7%D9%84-%D8%A7%D9%84%D8%B9%D8%A7%D8%B1%D9%88%D8%B1%D9%8A 📺 لآخر التطورات تابعونا على رابط البث المباشر 👇 https://bit.ly/40wcZxq:=:https://www.youtube.com/watch?v=HcC2lbmKH-Q #العربية				
B12	Arabic	2953	IAA	#عاجل | البيت الأبيض: لدى إسرائيل الحق في مطالبة مقاتلي حماس الموجودين في المستشفيات بالاستسلام #حرب_غزة	#Urgent | The White House: Israel has the right to demand that Hamas fighters in hospitals surrender #Gaza_War	#عاجل | البيت الأبيض: لدى إسرائيل الحق في مطالبة مقاتلي حماس الموجودين في المستشفيات بالاستسلام #حرب_غزة				
B12	Arabic	2959	IAA	بريطانيا تلغي تأشيرة دخول المذيع المصري معتز مطر وتتهمه بدعم حماس خلال مشاركته في مسيرة مؤيدة لفلسطين #حرب_غزة #إنفوغراف	Britain cancels the entry visa of Egyptian broadcaster Moataz Matar and accuses him of supporting Hamas during his participation in a pro-Palestine march #Gaza_War #Infographic	بريطانيا تلغي تأشيرة دخول المذيع المصري معتز مطر وتتهمه بدعم حماس خلال مشاركته في مسيرة مؤيدة لفلسطين #حرب_غزة #إنفوغراف				
B12	Arabic	2960	IAA	عاجل | نائب الأمين العام لحركة "الجهاد الإسلامي": - "الضحايا في المناطق التي قالوا إنها آمنة كانوا من النساء والأطفال" - "الاحتلال الإسرائيلي هو أساس المشكلة وليس حماس" - "إسرائيل هي التي تماطل في موضوع المحتجزين" - " مسألة إدارة قطاع غزة بعد هذه الحرب تخص الشعب الفلسطيني وحده" - "إسرائيل ستجد نفسها مضطرة ومرغمة على صفقة تبادل أسرى"	Urgent | Deputy Secretary-General of the Islamic Jihad movement: - “The victims in the areas they said were safe were women and children” - “The Israeli occupation is the root of the problem, not Hamas” - “It is Israel that is procrastinating on the issue of detainees” - “The issue of managing the Gaza Strip after This war belongs to the Palestinian people alone.” - “Israel will find itself forced and obliged to enter into a prisoner exchange deal.”	عاجل | نائب الأمين العام لحركة "الجهاد الإسلامي": - "الضحايا في المناطق التي قالوا إنها آمنة كانوا من النساء والأطفال" - "الاحتلال الإسرائيلي هو أساس المشكلة وليس حماس" - "إسرائيل هي التي تماطل في موضوع المحتجزين" - " مسألة إدارة قطاع غزة بعد هذه الحرب تخص الشعب الفلسطيني وحده" - "إسرائيل ستجد نفسها مضطرة ومرغمة على صفقة تبادل أسرى"				
B12	Arabic	3000	IAA	القيادي في "حمـ.ـاس" أسامة حمدان: أكدنا منذ البداية أننا منفتحون على أي مبادرات لوقف العدوان على شعبنا	Hamas leader Osama Hamdan: We stressed from the beginning that we are open to any initiatives to stop the aggression against our people.	القيادي في "حمـ.ـاس" أسامة حمدان: أكدنا منذ البداية أننا منفتحون على أي مبادرات لوقف العدوان على شعبنا				
B12	Arabic	3023	IAA	🔴 الرئيس الأميركي #جو_بايدن: الأميركية جوديث واينستين التي كان يعتقد أن #حماس اختطفتها قُتلت على يد الحركة في هجوم السابع من أكتوبر 🔴 بايدن: زوج جادي هاجاي قُتل أيضا في اليوم نفسه لتفاصيل أكثر | https://ara.tv/2efed:=:https://www.alarabiya.net/arab-and-world/american-elections-2016/2023/12/28/%D8%A7%D9%84%D8%A7%D8%B9%D9%84%D8%A7%D9%86-%D8%B9%D9%86-%D9%85%D9%82%D8%AA%D9%84-%D8%A3%D8%B3%D9%8A%D8%B1%D8%A9-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D9%8A%D8%A9-%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D9%85%D8%AD%D8%AA%D8%AC%D8%B2%D8%A9-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9 📺 لآخر التطورات تابعونا على رابط البث المباشر 👇 https://bit.ly/40wcZxq:=:https://www.youtube.com/watch?v=HcC2lbmKH-Q #العربية	🔴 US President #Joe_Biden: American Judith Weinstein, who was believed to have been kidnapped by #Hamas, was killed by the movement in the October 7th attack 🔴 Biden: Gadi Hagai’s husband was also killed on the same day for more details | https://ara.tv/2efed :=:https://www.alarabiya.net/arab-and-world/american-elections-2016/2023/12/28/%D8%A7%D9%84%D8 %A7%D8%B9%D9%84%D8%A7%D9%86-%D8%B9%D9%86-%D9%85%D9%82%D8%AA%D9%84-%D8%A3% D8%B3%D9%8A%D8%B1%D8%A9-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D9%8A%D8%A9-%D8%A7% D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D9%85%D8%AD%D8%AA%D8%AC%D8 %B2%D8%A9-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9 📺 For the latest developments, follow us on the live broadcast link 👇 https://bit.ly/40wcZxq ==: https https://www.youtube.com/watch?v=HcC2lbmKH-Q #Arabic	🔴 الرئيس الأميركي #جو_بايدن: الأميركية جوديث واينستين التي كان يعتقد أن #حماس اختطفتها قُتلت على يد الحركة في هجوم السابع من أكتوبر 🔴 بايدن: زوج جادي هاجاي قُتل أيضا في اليوم نفسه لتفاصيل أكثر | https://ara.tv/2efed:=:https://www.alarabiya.net/arab-and-world/american-elections-2016/2023/12/28/%D8%A7%D9%84%D8%A7%D8%B9%D9%84%D8%A7%D9%86-%D8%B9%D9%86-%D9%85%D9%82%D8%AA%D9%84-%D8%A3%D8%B3%D9%8A%D8%B1%D8%A9-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D9%8A%D8%A9-%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D9%85%D8%AD%D8%AA%D8%AC%D8%B2%D8%A9-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9 📺 لآخر التطورات تابعونا على رابط البث المباشر 👇 https://bit.ly/40wcZxq:=:https://www.youtube.com/watch?v=HcC2lbmKH-Q #العربية				
B12	Arabic	3047	IAA	الجيش الإسرائيلي: حماس ستفرج اليوم عن 13 إسرائيليا مقابل 39 فلسطينيا 🛑 صحيفة يديعوت أحرونوت: الأسرى الذين سيتم إطلاق سراحهم اليوم في صفقة الرهائن وصلوا إلى سجن عوفر في #الضفة_الغربية ‌ #الجزيرة_مباشر	The Israeli army: Hamas will release 13 Israelis today in exchange for 39 Palestinians 🛑 Yedioth Ahronoth newspaper: The prisoners who will be released today in the hostage deal arrived at Ofer prison in the #West_Bank ‌ #Al Jazeera_Live	الجيش الإسرائيلي: حماس ستفرج اليوم عن 13 إسرائيليا مقابل 39 فلسطينيا 🛑 صحيفة يديعوت أحرونوت: الأسرى الذين سيتم إطلاق سراحهم اليوم في صفقة الرهائن وصلوا إلى سجن عوفر في #الضفة_الغربية ‌ #الجزيرة_مباشر				
B12	Arabic	3787	IAA	الأطفال في إسرائيل وغزة يستحقون الحياة لكن دواعش حماس لا يدخرون جهدا لتحويل حياة الصغار الى جهنم وللأسف. تابعوا هذه القصة القصيرة قصة طفل عمره 9 سنوات نجح في البقاء على قيد الحياة بفضل الخط الساخن مع ممرضة في يوم المجزرة التي تعرض لها سكان غلاف غزة في السابع من اوكتوبر. مقطع من تقرير على قناة 13 الإسرائيلية חדשות 13	Children in Israel and Gaza deserve to live, but ISIS Hamas spares no effort to turn the lives of children into hell, unfortunately. Follow this short story, the story of a 9-year-old boy who managed to survive thanks to a hotline with a nurse on the day of the massacre that occurred to the residents of the Gaza Strip on October 7. A clip from a report on Israeli Channel 13 חדשות 13	الأطفال في إسرائيل وغزة يستحقون الحياة لكن دواعش حماس لا يدخرون جهدا لتحويل حياة الصغار الى جهنم وللأسف. تابعوا هذه القصة القصيرة قصة طفل عمره 9 سنوات نجح في البقاء على قيد الحياة بفضل الخط الساخن مع ممرضة في يوم المجزرة التي تعرض لها سكان غلاف غزة في السابع من اوكتوبر. مقطع من تقرير على قناة 13 الإسرائيلية חדשות 13				
B12	Arabic	5841	IAA	بعد جولته في 6 دول عربية.. وزير الخارجية الأميركي أنتوني #بلينكن يعود إلى #إسرائيل لاستكمال محادثات بشأن الصراع مع #حماس #فلسطين #الحدث	After his tour of 6 Arab countries.. US Secretary of State Anthony #Blinken returns to #Israel to complete talks on the conflict with #Hamas #Palestine #Event	بعد جولته في 6 دول عربية.. وزير الخارجية الأميركي أنتوني #بلينكن يعود إلى #إسرائيل لاستكمال محادثات بشأن الصراع مع #حماس #فلسطين #الحدث				
B12	Arabic	6429	IAA	تغطية خاصة من #العربية | فصائل فلسطينية تهاجم مستوطنات قرب غزة وإسرائيل ترد بغارات وتتوعد حماس	Special coverage from #AlArabiya | Palestinian factions attack settlements near Gaza, and Israel responds with raids and threatens Hamas	تغطية خاصة من #العربية | فصائل فلسطينية تهاجم مستوطنات قرب غزة وإسرائيل ترد بغارات وتتوعد حماس				
B12	Arabic	9425	IAA	الحكومة الإسرائيلية تصادق على اتفاق لإطلاق سراح رهائن لدى حماس.. ما المقابل؟	The Israeli government ratifies an agreement to release hostages held by Hamas.. What is the return?	الحكومة الإسرائيلية تصادق على اتفاق لإطلاق سراح رهائن لدى حماس.. ما المقابل؟				
B12	Arabic	10317	IAA	🔵 وجه أكثر من 400 موظف وسياس، يمثلون حوالي 40 وكالة حكومية أميركية خطابا إلى الرئيس الأميركي، #جو_بايدن، اليوم الثلاثاء، للاحتجاج على دعمه #إسرائيل في الحرب الجارية ضد مسلحي #حماس، بحسب ما ذكرت صحيفة #نيويورك_تايمز. 🔵 الخطاب الذي أدان هجوم حماس، طالب بالعمل على وقف فوري لإطلاق النار، ودفع إسرائيل نحو السماح بدخول المساعدات الإنسانية إلى القطاع، وفق الصحيفة الأميركية، التي اطلعت على الخطاب. 🔵 موقعو الخطاب، لم تُنشر أسماؤهم بسبب "القلق على سلامتهم الشخصية وخطر فقدان وظائفهم"، وفقا لنيويورك تايمز. 🔵 الخطاب أشار إلى أنه "لا يريد الأميركيون أن ينجر الجيش الأميركي إلى حرب أخرى مكلفة ولا معنى لها في الشرق الأوسط". #الحرة #الحقيقة_أولا	🔵 More than 400 employees and politicians, representing about 40 US government agencies, addressed a letter to US President, #Joe_Biden, today, Tuesday, to protest his support for #Israel in the ongoing war against #Hamas militants, according to what the #New York_Times reported. 🔵 The speech condemned the Hamas attack, called for an immediate ceasefire, and pushed Israel to allow humanitarian aid to enter the Gaza Strip, according to the American newspaper, which viewed the speech. 🔵 The letter’s signatories, whose names were not published due to “concern for their personal safety and the risk of losing their jobs,” according to the New York Times. 🔵 The speech indicated that “the Americans do not want the American army to be dragged into another costly and meaningless war in the Middle East.” #Alhurra #TruthFirst	🔵 وجه أكثر من 400 موظف وسياس، يمثلون حوالي 40 وكالة حكومية أميركية خطابا إلى الرئيس الأميركي، #جو_بايدن، اليوم الثلاثاء، للاحتجاج على دعمه #إسرائيل في الحرب الجارية ضد مسلحي #حماس، بحسب ما ذكرت صحيفة #نيويورك_تايمز. 🔵 الخطاب الذي أدان هجوم حماس، طالب بالعمل على وقف فوري لإطلاق النار، ودفع إسرائيل نحو السماح بدخول المساعدات الإنسانية إلى القطاع، وفق الصحيفة الأميركية، التي اطلعت على الخطاب. 🔵 موقعو الخطاب، لم تُنشر أسماؤهم بسبب "القلق على سلامتهم الشخصية وخطر فقدان وظائفهم"، وفقا لنيويورك تايمز. 🔵 الخطاب أشار إلى أنه "لا يريد الأميركيون أن ينجر الجيش الأميركي إلى حرب أخرى مكلفة ولا معنى لها في الشرق الأوسط". #الحرة #الحقيقة_أولا				
